# SSSOM TSV for scenario-forge abstract attack patterns (Batch B: T5/T6/T11/T13)
# Provenance mappings: OWASP origin, LAAF technique, and MITRE ATLAS correspondences
# curie_map:
#   scenario-forge: https://github.com/hjrnunes/scenario-forge/
#   laaf: https://github.com/laaf-ai/laaf/
#   mitre-atlas: https://atlas.mitre.org/
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
subject_id	subject_source	predicate_id	object_id	object_source	mapping_justification
AP-T6-05	scenario-forge	skos:relatedMatch	AML.T0054	mitre-atlas	semapv:ManualMappingCuration
AP-T11-01	scenario-forge	skos:relatedMatch	S8	laaf	semapv:ManualMappingCuration
AP-T11-01	scenario-forge	skos:relatedMatch	L3	laaf	semapv:ManualMappingCuration
AP-T11-01	scenario-forge	skos:relatedMatch	AML.T0051.001	mitre-atlas	semapv:ManualMappingCuration
AP-T11-01	scenario-forge	skos:relatedMatch	AML.T0067	mitre-atlas	semapv:ManualMappingCuration
AP-T11-01	scenario-forge	skos:relatedMatch	AML.T0040	mitre-atlas	semapv:ManualMappingCuration
AP-T11-02	scenario-forge	skos:relatedMatch	T2	laaf	semapv:ManualMappingCuration
AP-T11-02	scenario-forge	skos:relatedMatch	L3	laaf	semapv:ManualMappingCuration
AP-T11-02	scenario-forge	skos:relatedMatch	AML.T0054	mitre-atlas	semapv:ManualMappingCuration
AP-T11-02	scenario-forge	skos:relatedMatch	AML.T0067	mitre-atlas	semapv:ManualMappingCuration
AP-T11-02	scenario-forge	skos:relatedMatch	AML.T0040	mitre-atlas	semapv:ManualMappingCuration
AP-T11-03	scenario-forge	skos:relatedMatch	S4	laaf	semapv:ManualMappingCuration
AP-T11-03	scenario-forge	skos:relatedMatch	S6	laaf	semapv:ManualMappingCuration
AP-T11-03	scenario-forge	skos:relatedMatch	AML.T0051.000	mitre-atlas	semapv:ManualMappingCuration
AP-T11-03	scenario-forge	skos:relatedMatch	AML.T0054	mitre-atlas	semapv:ManualMappingCuration
AP-T11-03	scenario-forge	skos:relatedMatch	AML.T0067	mitre-atlas	semapv:ManualMappingCuration
AP-T13-01	scenario-forge	skos:relatedMatch	M2	laaf	semapv:ManualMappingCuration
AP-T13-01	scenario-forge	skos:relatedMatch	M5	laaf	semapv:ManualMappingCuration
AP-T13-01	scenario-forge	skos:relatedMatch	AML.T0015	mitre-atlas	semapv:ManualMappingCuration
AP-T13-01	scenario-forge	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T13-02	scenario-forge	skos:relatedMatch	L5	laaf	semapv:ManualMappingCuration
AP-T13-02	scenario-forge	skos:relatedMatch	M3	laaf	semapv:ManualMappingCuration
AP-T13-02	scenario-forge	skos:relatedMatch	AML.T0015	mitre-atlas	semapv:ManualMappingCuration
AP-T13-02	scenario-forge	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T13-03	scenario-forge	skos:relatedMatch	T1	laaf	semapv:ManualMappingCuration
AP-T13-03	scenario-forge	skos:relatedMatch	L5	laaf	semapv:ManualMappingCuration
AP-T13-03	scenario-forge	skos:relatedMatch	AML.T0015	mitre-atlas	semapv:ManualMappingCuration
AP-T13-03	scenario-forge	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
AP-T13-04	scenario-forge	skos:relatedMatch	T8	laaf	semapv:ManualMappingCuration
AP-T13-04	scenario-forge	skos:relatedMatch	L4	laaf	semapv:ManualMappingCuration
AP-T13-04	scenario-forge	skos:relatedMatch	AML.T0015	mitre-atlas	semapv:ManualMappingCuration
AP-T13-04	scenario-forge	skos:relatedMatch	AML.T0053	mitre-atlas	semapv:ManualMappingCuration
