# SSSOM TSV for scenario-forge abstract attack patterns (Phase 3: T8/T9/T10/T14/T16)
# Provenance mappings: OWASP origin, LAAF technique, and MITRE ATLAS correspondences
# curie_map:
#   scenario-forge: https://github.com/hjrnunes/scenario-forge/
#   laaf: https://github.com/laaf-ai/laaf/
#   mitre-atlas: https://atlas.mitre.org/
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
subject_id	subject_source	predicate_id	object_id	object_source	mapping_justification
AP-T14-02	scenario-forge	skos:relatedMatch	L1	laaf	semapv:ManualMappingCuration
AP-T14-02	scenario-forge	skos:relatedMatch	AML.T0024	mitre-atlas	semapv:ManualMappingCuration
AP-T14-02	scenario-forge	skos:relatedMatch	AML.T0047	mitre-atlas	semapv:ManualMappingCuration
AP-T14-03	scenario-forge	skos:relatedMatch	T8	laaf	semapv:ManualMappingCuration
AP-T14-03	scenario-forge	skos:relatedMatch	T3	laaf	semapv:ManualMappingCuration
AP-T14-03	scenario-forge	skos:relatedMatch	AML.T0049	mitre-atlas	semapv:ManualMappingCuration
AP-T14-03	scenario-forge	skos:relatedMatch	AML.T0060	mitre-atlas	semapv:ManualMappingCuration
AP-T14-04	scenario-forge	skos:relatedMatch	S6	laaf	semapv:ManualMappingCuration
AP-T14-04	scenario-forge	skos:relatedMatch	L3	laaf	semapv:ManualMappingCuration
AP-T14-04	scenario-forge	skos:relatedMatch	AML.T0021	mitre-atlas	semapv:ManualMappingCuration
AP-T14-04	scenario-forge	skos:relatedMatch	AML.T0016	mitre-atlas	semapv:ManualMappingCuration
AP-T14-04	scenario-forge	skos:relatedMatch	AML.T0047	mitre-atlas	semapv:ManualMappingCuration
AP-T16-01	scenario-forge	skos:relatedMatch	S1	laaf	semapv:ManualMappingCuration
AP-T16-01	scenario-forge	skos:relatedMatch	M3	laaf	semapv:ManualMappingCuration
AP-T16-01	scenario-forge	skos:relatedMatch	AML.T0043	mitre-atlas	semapv:ManualMappingCuration
AP-T16-01	scenario-forge	skos:relatedMatch	AML.T0021	mitre-atlas	semapv:ManualMappingCuration
AP-T16-02	scenario-forge	skos:relatedMatch	S8	laaf	semapv:ManualMappingCuration
AP-T16-02	scenario-forge	skos:relatedMatch	L4	laaf	semapv:ManualMappingCuration
AP-T16-02	scenario-forge	skos:relatedMatch	AML.T0043	mitre-atlas	semapv:ManualMappingCuration
AP-T16-02	scenario-forge	skos:relatedMatch	AML.T0016	mitre-atlas	semapv:ManualMappingCuration
AP-T16-03	scenario-forge	skos:relatedMatch	S8	laaf	semapv:ManualMappingCuration
AP-T16-03	scenario-forge	skos:relatedMatch	M3	laaf	semapv:ManualMappingCuration
AP-T16-03	scenario-forge	skos:relatedMatch	AML.T0043	mitre-atlas	semapv:ManualMappingCuration
AP-T16-03	scenario-forge	skos:relatedMatch	AML.T0021	mitre-atlas	semapv:ManualMappingCuration
